profile,job_title,experience,salary,location,job_description,tech_stack
DS,Senior Data Scientist - Manufacturing Project,5-10 Yrs ,,,Staying up to date with the latest trends and technologies in data science and manufact...,"['Python', 'Data Science', 'Data Scientist', 'Pandas', 'Data Analytics', 'Numpy', 'SQL', 'Manufacturing']"
DS,Senior Data Scientist,8-13 Yrs ,,,"Must have an excellent knowledge of advanced methods, and experience in applying those ...","['Product management', 'Computer science', 'Cloud computing', 'Automation', 'Data analysis', 'GIT', 'Machine learning', 'Data quality']"
DS,Dataiku Data Scientist,4-7 Yrs ,,,A minimum of 5 years experience in Data Science . Strong knowledge and hands on experie...,"['hive', 'data science', 'Data modeling', 'spark', 'Machine learning', 'SCALA', 'Packaging', 'Data structures']"
DS,Data Scientist,3-6 Yrs ,,,"Position : Data Scientist 3-6 years of actual work experience with Machine Learning, cl...","['python', 'Hadoop', 'google cloud computing', 'Machine Learning', 'SQL', 'Data Science', 'Hive', 'Cloud Computing']"
DS,Data Scientist,3-6 Yrs ,,,"Undertaking data collection, preprocessing and analysis Building models to address ...","['Machine learning', 'Data collection', 'data visualization', 'Machine', 'Collections', 'Data']"
DS,Data Scientist,3-7 Yrs ,,,We are seeking a data scientist who can analyze and interpret large data sets to provi...,"['Machine learning', 'Programming', 'data visualization', 'Python', 'Data', 'Program', 'Machine']"
DS,Data Science Professional,4-9 Yrs ,,,"Working experience on Programming languages like Python, R (Python preferred) . Over 4...","['deep learning', 'Statistical analysis', 'data science', 'Machine learning', 'Programming', 'data visualization', 'SQL', 'Python']"
DS,Data Scientist,5-7 Yrs ,,,. Proficiency in programming languages such as Python or R . Ability to work independen...,"['SAN', 'Data analysis', 'Data modeling', 'Analytical', 'Data quality', 'CRM', 'Python', 'Analysis']"
DS,Associate Data Scientist,2-7 Yrs ,,,Required Experience . Strong track record in AI / ML publications in renowned scientifi...,"['Computer science', 'Text mining', 'Computer vision', 'Image processing', 'Artificial Intelligence', 'Machine learning', 'Life sciences', 'Bioinformatics']"
DS,Power BI Data Analytics & Data Scientist,4-7 Yrs ,,,Highlight Top / Key Responsibilities for this position Develop various Analytics re...,"['Supply chain', 'Purchase', 'Usage', 'Focus', 'Strategic planning', 'power bi', 'Data analytics', 'Continuous improvement']"
DS,Data Scientist,4-8 Yrs ,,,"to draw insights from large data sets . 3+ years experience in Python development, pref...","['IT services', 'Automation', 'Managed services', 'GIT', 'Linux', 'Enterprise applications', 'Machine learning', 'HIPAA']"
DS,Data Scientist,1-3 Yrs ,,,. Key skills required . Solid experience with Natural Language Processing (NLP): . Expe...,"['deep learning', 'Data analysis', 'Machine learning', 'Data collection', 'HTML', 'Natural language processing', 'Apache', 'SQL']"
DS,Data Scientist,3-8 Yrs ,,,He / she should be able to mentor junior or associate data scientists / interns He / sh...,"['Computer vision', 'Marketing analytics', 'data science', 'Risk analytics', 'Analytical', 'Demand forecasting', 'Consulting', 'Natural language processing']"
DS,Data Scientist,4-8 Yrs ,,,"Experience in fine-tuning pre-trained models like BERT, and ELECTRA for downstream task...","['Training', 'Computer vision', 'Matrix', 'Architecture', 'Packaging', 'model development', 'Deployment', 'Downstream']"
DS,Data Scientists,3-7 Yrs ,,,Experience:Multiple open positions for candidates between 0 and 5 years of experienceEd...,"['Computer vision', 'Medical imaging', 'Linux', 'data science', 'Neural networks', 'Machine learning', 'Programming', 'Manager Technology']"
DS,Data Scientist,4-7 Yrs ,,,Research and develop statistical learning models for data analysis Collaborate wi...,"['Product management', 'Data analysis', 'Database', 'Manager Technology', 'Research', 'Project design', 'Technology', 'Project']"
DS,Data Scientist,4-8 Yrs ,,,Working experience with different AI frameworks . Past experience of working in Entity ...,"['Training', 'deep learning', 'Backend', 'Linux', 'Artificial Intelligence', 'Machine learning', 'Transformers', 'Deployment']"
DS,Data Scientist,3-5 Yrs ,,,Experience with NLP data models and libraries . Good understanding of entity extraction...,"['Training', 'data science', 'Machine learning', 'Data collection', 'Programming', 'Data quality', 'Natural language processing', 'data visualization']"
DS,Data Scientist and Analyst,2-6 Yrs ,,,Maintain company master data per established data governance standards. Must Have Knowl...,"['Data management', 'Business analytics', 'Machine learning', 'data governance', 'Data Analyst', 'Data quality', 'Natural language processing', 'Data mining']"
DS,Senior Data Scientist,4-8 Yrs ,,,Develop predictive models using supervised and unsupervised machine learning/dee...,"['Computer vision', 'Data analysis', 'TDD', 'Machine learning', 'Agile', 'Natural language processing', 'Open source', 'Forecasting']"
DS,Data Scientist,2-7 Yrs ,,,Detailed JD: 1. Certificate in Data Science 2. Experience in working on so...,"['data science', 'Data Scientist', 'Data analytics', 'Data', 'Analytics', 'Science']"
DS,Senior Data Scientist,4-8 Yrs ,,,. Great work-life balance through permanent work from home arrangement . Bachelors or M...,"['Statistical analysis', 'data science', 'Database design', 'Coding', 'Machine learning', 'HTML', 'Business intelligence', 'SQL']"
DS,Lead Data Scientist (RTB/NLP),5-10 Yrs ,,,Solid understanding of machine learning or natural language processing techniques with ...,"['Automation', 'Bidding', 'Social media', 'Machine learning', 'Manager Technology', 'Account management', 'Natural language processing', 'Python']"
DS,Data Scientist,3-8 Yrs ,,,"Bachelor s degree in statistics, applied mathematics, computer science or a related dis...","['Computer science', 'Statistical analysis', 'Analytical', 'Artificial Intelligence', 'Machine learning', 'Credit risk analysis', 'Predictive modeling', 'Mathematics']"
DS,Data Scientist,3-8 Yrs ,,,Locate and define new process improvement opportunities . Job Requirement: - Proven wor...,"['Backend', 'Front end', 'html5', 'MySQL', 'Javascript', 'Routing', 'Management', 'IOS']"
DS,Data Science Manager,10-13 Yrs ,,,5+ years data science and analytics experienceSolid experience with common data science...,"['Analytical skills', 'NoSQL', 'data science', 'Project management', 'Business analytics', 'Analytical', 'cloud storage', 'data visualization']"
DS,Senior Data Scientist,1-5 Yrs ,,,"Demonstrates up-to-date expertise and applies this to the development, execution, an...","['Networking', 'Machine learning', 'Data structures', 'Business solutions', 'Information technology', 'Analytics', 'Monitoring', 'SQL']"
DS,Data Scientist,2-6 Yrs ,,,". Bachelorsdegree in a related field (e.g., Computer Science, Statistics, Mathematics, ...","['Data analysis', 'data science', 'Analytical', 'Machine learning', 'Downstream processing', 'power bi', 'Predictive modeling', 'Statistics']"
DS,Staff Data Scientist,5-8 Yrs ,,,Qualifications . PhD with >5 years of relevant experience / 4-year bachelor s degree wi...,"['Computer science', 'Computer vision', 'Prototype', 'Networking', 'Neural networks', 'Consulting', 'Machine learning', 'Continuous improvement']"
DS,MACHINE LEARNING / DATA SCIENCE TRAINER,2-5 Yrs ,,,"Data Science, Machine Learning, Python, Training, Trainer, Tableau, Deep learning, NL...","['Training', 'deep learning', 'tableau', 'data science', 'Coding', 'Analytical', 'Machine learning', 'Subject Matter Expert']"
DS,Junior Data Scientist - Fixed Term Contract,1-3 Yrs ,,,"Bachelors or masters degree in data science, GIS, Computer Science, or a related field ...","['data science', 'GIS', 'Computer Science', 'Data', 'GI', 'Science', 'Fix', 'Contracts']"
DS,Sr . Data Scientist / Manager,7-10 Yrs ,,,". You should be comfortable managing work plans, timelines and milestones . You have a ...","['customer analytics', 'Social media', 'Agile', 'Customer service', 'Data mining', 'Analytics', 'SQL', 'Python']"
DS,Data Scientist,3-7 Yrs ,,,". You should be comfortable managing work plans, timelines and milestones . You have a ...","['customer analytics', 'Social media', 'Agile', 'Customer service', 'Data mining', 'Analytics', 'SQL', 'Python']"
DS,Data Scientist,3-7 Yrs ,,,"Some of the problem areas are Insights across drivers, truck owners, and shippers Risk ...","['deep learning', 'Operations research', 'Image processing', 'data science', 'Machine learning', 'Programming', 'Sensors', 'Route planning']"
DS,RAI For HR CoE â€“ Data Scientist,10-12 Yrs ,,,Required Skills,"['Data management', 'Intellectual property', 'Marketing communication', 'HR processes', 'data science', 'Hrsd', 'Property', 'Process']"
DS,Lead Data Scientist,4-9 Yrs ,,,Hands-on AI/ML modeling experience of complex datasets combined with a strong unders...,"['Supply chain management', 'Business analysis', 'GCP', 'Agile', 'Siemens', 'HTML', 'high performance computing', 'data visualization']"
DS,Research Scientist,2-5 Yrs ,,,". Strong background in Deep Learning, with proficiency in sequential and heterogenous d...","['Computer science', 'C++', 'Prototype', 'Coding', 'Data modeling', 'Artificial Intelligence', 'Machine learning', 'Signal processing']"
DS,Senior Data Scientist (ML Engineer),1-5 Yrs ,,,"Demonstrates up-to-date expertise and applies this to the development, execution, an...","['data science', 'Networking', 'Coding', 'Machine learning', 'SEZ', 'Instrumentation', 'big data', 'Information technology']"
DS,Senior Data Scientist,4-7 Yrs ,,,As a Data scientist you will solve some of the most impactful business problems...,"['Data analysis', 'Data management', 'Analytical', 'Machine learning', 'Data structures', 'Predictive modeling', 'Troubleshooting', 'Data mining']"
DS,Data Scientist,3-8 Yrs ,,,Eligibility: . Education: Bachelor s or master s in a quantitative field such as Statis...,"['Computer science', 'Data analysis', 'NoSQL', 'PDF', 'Machine learning', 'Healthcare', 'data visualization', 'Monitoring']"
DS,Data Scientist- Remote- Bangalore,10-17 Yrs ,,,"NLP, Timeseries, ML and Deep learning SQL Azure cloud services work ex Good python know...","['Data Scientist', 'NLP', 'PowerBI', 'Timeseries', 'Time series', 'Natural language processing', 'Data', 'Power Bi']"
DS,Data Science - Regression/Classification,2-7 Yrs ,,,Role & responsibilities 2+ years of relevant Data Science experience.A passion for wri...,"['Data Science', 'Classification', 'Regression', 'Model Building', 'Optimization', 'Logistic Regression', 'Linear Regression', 'Time Series']"
DS,Lead Data Scientist,6-9 Yrs ,,,In the Data Science and Machine Leaning team at Cornerstone we are looking for solid ha...,"['Artificial Intelligence', 'Natural Language Processing', 'Machine Learning', 'Data', 'Intelligence', 'Process', 'Processing', 'Languages']"
DS,Senior Data Scientist,4-6 Yrs ,,,In the Data Science and Machine Leaning team at Cornerstone we are looking for solid ha...,"['Artificial Intelligence', 'Natural Language Processing', 'Machine Learning', 'Intelligence', 'Data', 'Machine', 'Languages', 'Processing']"
DS,Associate Data Scientist,3-6 Yrs ,,,Graduate with a Master s degree from Business / Engineering School or University with a...,"['Automation', 'SAS', 'Infrastructure management', 'Application development', 'Data quality', 'Business process management', 'MS Office', 'Operations']"
DS,Data Scientist,3-8 Yrs ,,,Eligibility: . Education: Bachelor s or master s in a quantitative field such as Statis...,"['Computer science', 'Data analysis', 'NoSQL', 'PDF', 'Machine learning', 'Healthcare', 'data visualization', 'Monitoring']"
DS,Data Scientist,5-7 Yrs ,,,Candidates with the capability to work independently on Statistical & Machine Learning ...,"['data science', 'algorithms', 'python', 'Supply Chain Analytics', 'Data Scientist', 'time series', 'Tableau', 'machine learning']"
DS,Data Scientist,3-6 Yrs ,,,NITYO INFOTECH is looking for Data Scientist to join our dynamic team and embark on a...,"['Machine learning', 'Data collection', 'data visualization', 'Data', 'Machine', 'Collections']"
DS,Data Scientist,3-7 Yrs ,,,Data Scientist Use data to creatively solve business challenges and uncover transforma...,"['Computer science', 'advanced analytics', 'Focus', 'Machine learning', 'SCALA', 'Programming', 'Mathematics', 'Data mining']"
DS,Machine Learning Engineer and Data Scientist,2-6 Yrs ,,,"Bachelor s or Master s degree in Computer Science, Machine Learning, Artificial Intelli...","['Computer science', 'Cloud computing', 'Data analysis', 'data science', 'GCP', 'Artificial Intelligence', 'Machine learning', 'Natural language processing']"
DS,Lead - Data Scientist,8-10 Yrs ,,,This may involve extending working hours to align with US teams and actively participat...,"['Data analysis', 'Project management', 'Business intelligence', 'JIRA', 'Project delivery', 'Stakeholder management', 'Analytics', 'SQL']"
DS,Lead Data Scientist,6-10 Yrs ,,,Experience with end-to-end model deployment and orchestration in production environment...,"['Product management', 'Computer vision', 'Cloud computing', 'Automation', 'Coding', 'GCP', 'Machine learning', 'Debugging']"
DS,Data Scientist,3-7 Yrs ,,,Collaborate with Business and IT teams Data mining or extracting usable data fr...,"['Usage', 'Machine learning', 'Data collection', 'SAGE', 'Data mining', 'Digital marketing', 'big data', 'Analytics']"
DS,Senior Data Scientist,3-5 Yrs ,,,"Experience of 3-5 years should be fine, predominantly on AI/ML, Python, Pers...","['Product management', 'Computer vision', 'Automation', 'Data analysis', 'Coding', 'GCP', 'Machine learning', 'Debugging']"
DS,EM- Sr. Data Scientist,12-15 Yrs ,,,Exp: 12-15 Yrs Loc: (Hybrid)(Monthly once need to travel for Coimbatore work location)....,"['Data scientist', 'Postgresql', 'Sql', 'Python', 'Spark', 'Data', 'SR', 'EMS']"
DS,Senior Data Scientist,5-9 Yrs ,,,Knowledge of Agile methodologies. What we look for beyond required skills Shape and inf...,"['Microstrategy', 'MS SQL', 'SAP', 'Db2', 'MySQL', 'Agile', 'Oracle', 'Teradata']"
