profile,tech_stack,tobeclusteredcolumn
DO,"[Linux, GCP, Chef, devops, Information technology management, Information technology, Virtualization, Petroleum]","DO [Linux, GCP, Chef, devops, Information technology management, Information technology, Virtualization, Petroleum]"
DO,"[GIT, orchestration, Linux, SAAS, Shell scripting, Cloud, Agile, Manager Technology]","DO [GIT, orchestration, Linux, SAAS, Shell scripting, Cloud, Agile, Manager Technology]"
DO,"[continuous integration, Automation, orchestration, Linux, Configuration management, Management, Distribution system, Monitoring]","DO [continuous integration, Automation, orchestration, Linux, Configuration management, Management, Distribution system, Monitoring]"
DO,"[Analytical skills, Interpersonal skills, MS project, Time management, Project management, Software development life cycle, Agile methodology, JIRA]","DO [Analytical skills, Interpersonal skills, MS project, Time management, Project management, Software development life cycle, Agile methodology, JIRA]"
DO,"[Interpersonal skills, Project documentation, Time management, Project management, devops, Management, Budgeting, Continuous improvement]","DO [Interpersonal skills, Project documentation, Time management, Project management, devops, Management, Budgeting, Continuous improvement]"
DO,"[Oracle DB, Devops, Scripting, Db, Oracle, Oracle DBA]","DO [Oracle DB, Devops, Scripting, Db, Oracle, Oracle DBA]"
DO,"[Automation, GIT, Coding, devops, Perl, JIRA, Operations, Monitoring]","DO [Automation, GIT, Coding, devops, Perl, JIRA, Operations, Monitoring]"
DO,"[Automation, Linux, devops, Packaging, Application development, infrastructure services, AWS, Monitoring]","DO [Automation, Linux, devops, Packaging, Application development, infrastructure services, AWS, Monitoring]"
DO,"[Automation, Networking, devops, Configuration management, Consulting, Healthcare, Python, System administration]","DO [Automation, Networking, devops, Configuration management, Consulting, Healthcare, Python, System administration]"
DO,"[Terraform, AWS, Devops]","DO [Terraform, AWS, Devops]"
DO,"[DevOps, PowerShell, cloud security, DNS, GO, Groovy, Firewall, Shell]","DO [DevOps, PowerShell, cloud security, DNS, GO, Groovy, Firewall, Shell]"
DO,"[Cloud computing, Networking, Access management, Social media, MySQL, DNS, Troubleshooting, Analytics]","DO [Cloud computing, Networking, Access management, Social media, MySQL, DNS, Troubleshooting, Analytics]"
DO,"[Automation, Team management, Performance management, Powershell, Configuration management, Strategic planning, JIRA, Operations]","DO [Automation, Team management, Performance management, Powershell, Configuration management, Strategic planning, JIRA, Operations]"
DO,"[Access control, Automation, Relationship building, devops, Deployment, Troubleshooting, Information technology, Monitoring]","DO [Access control, Automation, Relationship building, devops, Deployment, Troubleshooting, Information technology, Monitoring]"
DO,"[Azure Devops, Terraform, GCP, jenkins, Kubernates, Devops, Microsoft Azure]","DO [Azure Devops, Terraform, GCP, jenkins, Kubernates, Devops, Microsoft Azure]"
DO,"[Automation, Linux, Postgresql, MySQL, DNS, VOIP, Ruby, Monitoring]","DO [Automation, Linux, Postgresql, MySQL, DNS, VOIP, Ruby, Monitoring]"
DO,"[DevOps, Linux, MySQL, AWS, Python]","DO [DevOps, Linux, MySQL, AWS, Python]"
DO,"[Unix, VMware, Automation, Linux, Production support, DNS, SNMP, Open source]","DO [Unix, VMware, Automation, Linux, Production support, DNS, SNMP, Open source]"
DO,"[Unix, VMware, Automation, Linux, Production support, DNS, SNMP, Open source]","DO [Unix, VMware, Automation, Linux, Production support, DNS, SNMP, Open source]"
DO,"[Devops, Veracode, Devops Tools, Tools]","DO [Devops, Veracode, Devops Tools, Tools]"
DO,"[Unix, Maven, Automation, Linux, Networking, Production support, Shell scripting, Perl]","DO [Unix, Maven, Automation, Linux, Networking, Production support, Shell scripting, Perl]"
DO,"[AngularJS, JavaScript, Devops Engineer, SQL, Java, C++, Git, Javas]","DO [AngularJS, JavaScript, Devops Engineer, SQL, Java, C++, Git, Javas]"
DO,"[Computer science, Health insurance, Linux, Cloud, Agile, Infrastructure, Oracle, Analytics]","DO [Computer science, Health insurance, Linux, Cloud, Agile, Infrastructure, Oracle, Analytics]"
DO,"[Automation, Linux, Configuration management, Postgresql, devops, Risk management, Monitoring, Python]","DO [Automation, Linux, Configuration management, Postgresql, devops, Risk management, Monitoring, Python]"
DO,"[Computer science, Automation, Linux, Configuration management, Postgresql, devops, Workflow, Risk management]","DO [Computer science, Automation, Linux, Configuration management, Postgresql, devops, Workflow, Risk management]"
DO,"[Unix, Computer science, Linux, Networking, MySQL, Shell scripting, Javascript, Infrastructure]","DO [Unix, Computer science, Linux, Networking, MySQL, Shell scripting, Javascript, Infrastructure]"
DO,"[devops, Financial services, Management, Engineering, Finance, Engineering management]","DO [devops, Financial services, Management, Engineering, Finance, Engineering management]"
DO,"[Computer science, IT services, Maven, Team leading, Interpersonal skills, GIT, devops, SCM]","DO [Computer science, IT services, Maven, Team leading, Interpersonal skills, GIT, devops, SCM]"
DO,"[Unix, Linux, Networking, MySQL, Shell scripting, Javascript, Software troubleshooting, Python]","DO [Unix, Linux, Networking, MySQL, Shell scripting, Javascript, Software troubleshooting, Python]"
DO,"[TCP, NAT, Networking, PAAS, Packaging, HTTP, SSL, Monitoring]","DO [TCP, NAT, Networking, PAAS, Packaging, HTTP, SSL, Monitoring]"
DO,"[Unix, continuous integration, GIT, Linux, devops, Shell scripting, jenkins, AWS]","DO [Unix, continuous integration, GIT, Linux, devops, Shell scripting, jenkins, AWS]"
DO,"[Computer science, Automation, Analytical, Disaster recovery, Healthcare, Workflow, Perl, Monitoring]","DO [Computer science, Automation, Analytical, Disaster recovery, Healthcare, Workflow, Perl, Monitoring]"
DO,"[Agile scrum, Powershell, devops, Agile development, Cloud, Infrastructure, Deployment, bash scripting]","DO [Agile scrum, Powershell, devops, Agile development, Cloud, Infrastructure, Deployment, bash scripting]"
DO,"[IT services, Head Business Development, Networking, devops, Cloud, Manager Technology, Vendor, CRM]","DO [IT services, Head Business Development, Networking, devops, Cloud, Manager Technology, Vendor, CRM]"
DO,"[C++, Automation, Manager Quality Assurance, Consulting, Machine learning, Agile, Operations, Monitoring]","DO [C++, Automation, Manager Quality Assurance, Consulting, Machine learning, Agile, Operations, Monitoring]"
DO,"[continuous integration, Networking, devops, Shell scripting, Cloud, DNS, Infrastructure, Perl]","DO [continuous integration, Networking, devops, Shell scripting, Cloud, DNS, Infrastructure, Perl]"
DO,"[SAN, Linux, Architecture, GCP, SOC, devops, Cloud, Agile]","DO [SAN, Linux, Architecture, GCP, SOC, devops, Cloud, Agile]"
DO,"[devops, Azure Devops, Microsoft Azure]","DO [devops, Azure Devops, Microsoft Azure]"
DO,"[devops, Chef, jenkins]","DO [devops, Chef, jenkins]"
DO,"[Backend, Sanity testing, Ticketing, Monitoring tools, GCP, devops, Cloud, Infrastructure]","DO [Backend, Sanity testing, Ticketing, Monitoring tools, GCP, devops, Cloud, Infrastructure]"
DO,"[Computer science, VMware, Powershell, PAAS, devops, Automation tools, jenkins, private cloud]","DO [Computer science, VMware, Powershell, PAAS, devops, Automation tools, jenkins, private cloud]"
DO,"[Unix, Aix, VMware, Automation, Linux, Networking, Windows, Oracle]","DO [Unix, Aix, VMware, Automation, Linux, Networking, Windows, Oracle]"
DO,"[IT services, Retail, Usage, Head Business Development, devops, Javascript, E-commerce, Vendor]","DO [IT services, Retail, Usage, Head Business Development, devops, Javascript, E-commerce, Vendor]"
DO,[devops],DO [devops]
DO,"[Ubuntu, Linux, Coding, devops, Windows, Unit testing, RHEL, Information technology]","DO [Ubuntu, Linux, Coding, devops, Windows, Unit testing, RHEL, Information technology]"
DO,"[Client development, Automation, Backend, orchestration, Architecture, devops, Deployment, Monitoring]","DO [Client development, Automation, Backend, orchestration, Architecture, devops, Deployment, Monitoring]"
DO,"[Lead Engineer -DevOps, engineering leadership, devops]","DO [Lead Engineer -DevOps, engineering leadership, devops]"
DO,"[Computer science, Root cause analysis, devops, System troubleshooting, Technology solutions, Ruby, digital transformation, Technical support]","DO [Computer science, Root cause analysis, devops, System troubleshooting, Technology solutions, Ruby, digital transformation, Technical support]"
DO,"[Configuration management, Manager Technology, Director, Performance optimization, System troubleshooting, Deployment, Cost optimization, Monitoring]","DO [Configuration management, Manager Technology, Director, Performance optimization, System troubleshooting, Deployment, Cost optimization, Monitoring]"
DO,"[QA, Administration, Powershell, Time management, PAAS, devops, SSRS, Deployment]","DO [QA, Administration, Powershell, Time management, PAAS, devops, SSRS, Deployment]"
DO,"[continuous integration, github, GIT, Powershell, devops, Debugging, Cloud, Monitoring]","DO [continuous integration, github, GIT, Powershell, devops, Debugging, Cloud, Monitoring]"
DO,"[GIT, cloud security, Linux, Automation tools, Release management, Ruby, Distribution system, AWS]","DO [GIT, cloud security, Linux, Automation tools, Release management, Ruby, Distribution system, AWS]"
DO,"[Event management, devops, MySQL, Healthcare, Perl, microsoft, Android, Recruitment]","DO [Event management, devops, MySQL, Healthcare, Perl, microsoft, Android, Recruitment]"
DO,"[Unix, Automation, Linux, Solaris, MySQL, Perl, Windows, Oracle]","DO [Unix, Automation, Linux, Solaris, MySQL, Perl, Windows, Oracle]"
DO,"[Automation, Analytical, Disaster recovery, Healthcare, Workflow, Perl, Monitoring, SQL]","DO [Automation, Analytical, Disaster recovery, Healthcare, Workflow, Perl, Monitoring, SQL]"
DO,"[Administration, Linux, devops, Cloud, Programming, microsoft azure, Management, Python]","DO [Administration, Linux, devops, Cloud, Programming, microsoft azure, Management, Python]"
DO,"[Computer science, Ubuntu, Automation, Linux, Load testing, data security, MIS, Continuous improvement]","DO [Computer science, Ubuntu, Automation, Linux, Load testing, data security, MIS, Continuous improvement]"
DO,"[Automation, Linux, MySQL, Shell scripting, Agile, Perl, Troubleshooting, Open source]","DO [Automation, Linux, MySQL, Shell scripting, Agile, Perl, Troubleshooting, Open source]"
DO,"[cloud, Performance tuning, Cloud Services, devops, PHP, AWS, Python, Performance]","DO [cloud, Performance tuning, Cloud Services, devops, PHP, AWS, Python, Performance]"
DO,"[NAT, Linux, Linux troubleshooting, Information security, devops, Infrastructure, Inspector, Troubleshooting]","DO [NAT, Linux, Linux troubleshooting, Information security, devops, Infrastructure, Inspector, Troubleshooting]"
DO,"[NAT, Linux, Linux troubleshooting, Information security, devops, Infrastructure, Inspector, Troubleshooting]","DO [NAT, Linux, Linux troubleshooting, Information security, devops, Infrastructure, Inspector, Troubleshooting]"
DO,"[Automation, Backend, Security management, Data processing, Silicon, Apache, microsoft, Open source]","DO [Automation, Backend, Security management, Data processing, Silicon, Apache, microsoft, Open source]"
DO,"[GIT, Access management, devops, jenkins, Infrastructure setup, Troubleshooting, Installation, Access]","DO [GIT, Access management, devops, jenkins, Infrastructure setup, Troubleshooting, Installation, Access]"
DO,"[continuous integration, github, Web technologies, Cloud Services, devops, Packaging, Deployment, Unit testing]","DO [continuous integration, github, Web technologies, Cloud Services, devops, Packaging, Deployment, Unit testing]"
DO,"[IT services, Process design, System architecture, Automation, Managed services, ISO, devops, Configuration management]","DO [IT services, Process design, System architecture, Automation, Managed services, ISO, devops, Configuration management]"
DO,"[server, Automation, Tomcat, GIT, nginx, devops, Unix operating system, Management]","DO [server, Automation, Tomcat, GIT, nginx, devops, Unix operating system, Management]"
DO,"[IT services, SAN, Automation, SOC, Agile, SMS, Information technology, Analytics]","DO [IT services, SAN, Automation, SOC, Agile, SMS, Information technology, Analytics]"
DO,"[Automation, jQuery, Networking, MySQL, Javascript, PHP, HTML, MVC]","DO [Automation, jQuery, Networking, MySQL, Javascript, PHP, HTML, MVC]"
DO,"[Ubuntu, automation framework, Web services, Linux, Shell scripting, MySQL, DNS, System monitoring]","DO [Ubuntu, automation framework, Web services, Linux, Shell scripting, MySQL, DNS, System monitoring]"
DO,"[Computer science, Automation, GIT, Architecture, Configuration management, MySQL, SCALA, Load balancing]","DO [Computer science, Automation, GIT, Architecture, Configuration management, MySQL, SCALA, Load balancing]"
DO,"[Computer vision, Automation, cyber security, PAAS, Artificial Intelligence, Consulting, Machine learning, Natural language processing]","DO [Computer vision, Automation, cyber security, PAAS, Artificial Intelligence, Consulting, Machine learning, Natural language processing]"
DO,"[Unix, VMware, Linux, RDBMS, Perl, Windows, Virtualization, Python]","DO [Unix, VMware, Linux, RDBMS, Perl, Windows, Virtualization, Python]"
DO,"[Redhat, Automation, Powershell, devops, Budgeting, Vendor, redhat linux]","DO [Redhat, Automation, Powershell, devops, Budgeting, Vendor, redhat linux]"
DO,"[E-learning, SAN, Linux, Coding, SOC, devops, CRM, Python]","DO [E-learning, SAN, Linux, Coding, SOC, devops, CRM, Python]"
DO,"[Unix, Data migration, Linux, Analytical, Shell scripting, Cloud, Design development, High level design]","DO [Unix, Data migration, Linux, Analytical, Shell scripting, Cloud, Design development, High level design]"
DO,"[github, GIT, data security, devops, MySQL, Debugging, MongoDB, Selenium]","DO [github, GIT, data security, devops, MySQL, Debugging, MongoDB, Selenium]"
DO,"[Unix, Linux, Solaris, VPN, Windows, Troubleshooting, Oracle, cisco]","DO [Unix, Linux, Solaris, VPN, Windows, Troubleshooting, Oracle, cisco]"
DO,"[Automation testing, development testing, Project management, devops, IT infrastructure, Infrastructure, Troubleshooting, Risk management]","DO [Automation testing, development testing, Project management, devops, IT infrastructure, Infrastructure, Troubleshooting, Risk management]"
DO,"[automation framework, Production support, Configuration management, Subversion, MySQL, Incident management, Scheduling, Troubleshooting]","DO [automation framework, Production support, Configuration management, Subversion, MySQL, Incident management, Scheduling, Troubleshooting]"
